600423,  柳化股份,2003/7/17,39934.75,39934.75,ss
600425,  青松建化,2003/7/24,137879.01,137879.01,ss
600426,  华鲁恒升,2002/6/20,95886.5,95362.5,ss
600428,  中远航运,2002/4/18,214665.08,169044.64,ss
600429,  三元股份,2003/9/15,149755.74,88500,ss
600432,  吉恩镍业,2003/9/5,160372.39,81112.15,ss
600433,  冠豪高新,2003/6/19,127131.54,119028,ss
600435,  北方导航,2003/7/4,74466,74466,ss
600436,  片仔癀,2003/6/16,40221.15,40221.15,ss
600438,  通威股份,2004/3/2,105543.45,68752,ss
600439,  瑞贝卡,2003/7/10,94332.12,94332.12,ss
600444,  *ST国通,2004/2/19,14642.19,10500,ss
600446,  金证股份,2003/12/24,83500.95,80140.95,ss
600448,  华纺股份,2001/9/3,42236.41,39939.37,ss
600449,  宁夏建材,2003/8/29,47818.1,47818.1,ss
600452,  涪陵电力,2004/3/3,16000,16000,ss
600455,  博通股份,2004/3/29,6245.8,4971.78,ss
600456,  宝钛股份,2002/4/12,43026.57,43026.57,ss
600458,  时代新材,2002/12/19,80279.82,66142.21,ss
600459,  贵研铂业,2003/5/16,26097.77,26097.77,ss
600460,  士兰微,2003/3/11,124716.8,124716.8,ss
600461,  洪城水业,2004/6/1,33000,33000,ss
600462,  石岘纸业,2003/9/3,53378,53378,ss
600463,  空港股份,2004/3/18,30000,25200,ss
600466,  蓝光发展,2001/2/12,213610.63,87593.92,ss
600467,  好当家,2004/4/5,73049.72,73049.72,ss
600468,  百利电气,2001/6/15,54074.23,45619.2,ss
600469,  风神股份,2003/10/21,37494.21,37494.21,ss
600470,  六国化工,2004/3/5,52160,52160,ss
600475,  华光股份,2003/7/21,25600,25600,ss
600476,  湘邮科技,2003/12/10,16107,16107,ss
600477,  杭萧钢构,2003/11/10,80925.66,60594.96,ss
600478,  科力远,2003/9/18,92738.02,85002.34,ss
600479,  千金药业,2004/3/12,34875.59,30481.92,ss
600480,  凌云股份,2003/8/15,45093.42,36171.48,ss
600481,  双良节能,2003/4/22,162049.58,162049.58,ss
600482,  风帆股份,2004/7/14,53650,52434.2,ss
600483,  福能股份,2004/5/31,155182.56,28848.37,ss
600485,  信威集团,2003/8/7,292374.28,163144.32,ss
600486,  扬农化工,2002/4/25,30989.89,30989.89,ss
600487,  亨通光电,2003/8/22,124126.91,115126.91,ss
600488,  天药股份,2001/6/18,96085.5,96085.5,ss
600489,  中金黄金,2003/8/14,294322.88,294322.88,ss
600490,  鹏欣资源,2003/6/26,147900,147900,ss
600491,  龙元建设,2004/5/24,126210,94760,ss
600493,  凤竹纺织,2004/4/21,27200,27200,ss
600495,  晋西车轴,2004/5/26,120819.09,110332.09,ss
600496,  精工钢构,2002/6/5,151044.52,151044.52,ss
600497,  驰宏锌锗,2004/4/20,188034.93,166756.09,ss
600498,  烽火通信,2001/8/23,104669.35,96670.46,ss
600499,  科达洁能,2002/10/10,70573.22,68873.67,ss
600500,  中化国际,2000/3/1,208301.27,172312.47,ss
600501,  航天晨光,2001/6/15,42128.36,38928.36,ss
600502,  安徽水利,2003/4/15,53191.01,50193,ss
600503,  华丽家族,2002/7/9,160229,156269.07,ss
600505,  西昌电力,2002/5/30,36456.75,36456.75,ss
600506,  香梨股份,2001/12/26,14770.69,14770.69,ss
600507,  方大特钢,2003/9/30,132609.3,132609.3,ss
600508,  上海能源,2001/8/29,72271.8,72271.8,ss
600509,  天富能源,2002/2/28,90569.66,90569.66,ss
600510,  黑牡丹,2002/6/18,104709.5,79552.27,ss
600511,  国药股份,2002/11/27,47880,27764.34,ss
600512,  腾达建设,2002/12/26,101803.72,97080.55,ss
600513,  联环药业,2003/3/19,16890.9,15210,ss
600515,  海航基础,2002/8/6,42277.41,42277.41,ss
600516,  方大炭素,2002/8/30,171916.04,171916.04,ss
600517,  置信电气,2003/10/10,135616.78,111366.9,ss
600518,  康美药业,2001/3/19,439742.9,439742.9,ss
600519,  贵州茅台,2001/8/27,125619.78,125619.78,ss
600520,  *ST中发,2002/1/8,15843,15389,ss
600521,  华海药业,2003/3/4,79313.78,78375.58,ss
600522,  中天科技,2002/10/24,104430.84,86276.75,ss
600523,  贵航股份,2001/12/27,28879.38,28860.33,ss
